X,Y,Complain_Number,Time,Day,Main_Street,Second_Street,Quadrant,On_Street,Latitude,Longitude,Type,Injured,Vehicles,Bikes,Fatalities,GeocodeError,FID
-77.02191098,38.90087045,12128876,2012-09-12T01:37:00.000Z,Tue,SEVENTH ST,I ST,NW,Within 100ft,38.90087,-77.021911,19,1,2,1,0,,288
-77.03364534,38.89734549,12129162,2012-09-12T17:49:00.000Z,Wed,FIFTEENTH ST,F ST,NW,Within 100ft,38.897345,-77.033645,19,0,2,1,0,,289
-77.02970443,38.93867632,12129197,2012-09-12T19:15:00.000Z,Wed,THIRTEENTH ST,RANDOLPH ST,NW,At Intersect,38.938676,-77.029704,19,1,1,1,0,,290
-77.01617355,38.90132505,12129538,2012-09-13T11:15:00.000Z,Thu,FOURTH ST,I ST,NW,At Intersect,38.901325,-77.016174,Left Turn Hit Veh.,1,2,1,0,,291
,,12129715,2012-09-13T19:23:00.000Z,Thu,,,NE,,,,,,,,0,1,292
-77.04657406,38.9140308,12129831,2012-09-13T23:10:00.000Z,Thu,TWENTY FIRST ST,FLORIDA AVE,NW,At Intersect,38.914031,-77.046574,Right Turn Hit Ped.,0,1,1,0,,293
-77.01997594,38.91545021,12130358,2012-09-14T23:19:00.000Z,Fri,SIXTH ST,FLORIDA AVE,NW,Within 100ft,38.91545,-77.019976,Side Swiped,0,2,1,0,,294
-77.08263175,38.95470067,12130741,2012-09-15T16:38:00.000Z,Sat,WISCONSIN AVE,FESSENDEN ST,NW,At Intersect,38.954701,-77.082632,Left Turn Hit Ped.,1,1,1,0,,295
-77.03650003,38.91811436,12130894,2012-09-15T23:19:00.000Z,Sat,SIXTEENTH ST,V ST,NW,Within 100ft,38.918114,-77.0365,Rear End,1,1,1,0,,296
-77.04033828,38.92422597,12131900,2012-09-18T03:42:00.000Z,Mon,COLUMBIA RD,ONTARIO RD,NW,Not at Inter,38.924226,-77.040338,Parked Vehicle,1,2,1,0,,297
-77.04664869,38.90252627,12132360,2012-09-19T02:10:00.000Z,Tue,K ST,TWENTY FIRST ST,NW,Within 100ft,38.902526,-77.046649,,1,2,1,0,,298
-77.0134221,38.95873299,12132493,2012-09-19T12:50:00.000Z,Wed,KANSAS AVE,MADISON ST,NW,Within 100ft,38.958733,-77.013422,19,1,2,1,0,,299
-77.04665252,38.89957744,12132527,2012-09-19T14:39:00.000Z,Wed,H ST,TWENTY FIRST ST,NW,Not at Inter,38.899577,-77.046653,Straight Hit Ped.,1,1,1,0,,300
-76.99495854,38.9025121,12132696,2012-09-19T22:17:00.000Z,Wed,EIGHTH ST,K ST,NE,At Intersect,38.902512,-76.994959,19,1,2,1,0,,301
-77.02703618,38.9207634,12132753,2012-09-19T23:25:00.000Z,Wed,ELEVENTH ST,FLORIDA AVE,NW,Within 100ft,38.920763,-77.027036,19,0,1,1,0,,302
-77.02703883,38.90252269,12132765,2012-09-19T23:36:00.000Z,Wed,ELEVENTH ST,K ST,NW,At Intersect,38.902523,-77.027039,19,1,2,1,0,,303
-77.02512515,38.94295165,12133005,2012-09-20T14:45:00.000Z,Thu,KANSAS AVE,VARNUM ST,NW,At Intersect,38.942952,-77.025125,19,0,2,1,0,,304
-77.01991848,38.90146933,12133025,2012-09-20T13:10:00.000Z,Thu,MASSACHUSETTS AVE,SIXTH ST,NW,Within 100ft,38.901469,-77.019918,Left Turn Hit Ped.,1,2,1,0,,305
-77.03195228,38.91811272,12133736,2012-09-21T23:39:00.000Z,Fri,FOURTEENTH ST,V ST,NW,At Intersect,38.918113,-77.031952,Right Angle,1,2,1,0,,306
-77.04165794,38.91557421,12134131,2012-09-22T17:35:00.000Z,Sat,EIGHTEENTH ST,T ST,NW,At Intersect,38.915574,-77.041658,Right Angle,1,2,1,0,,307
-77.02519809,38.93511767,12134282,2012-09-23T00:27:00.000Z,Sat,NEW HAMPSHIRE AVE,SPRING RD,NW,At Intersect,38.935118,-77.025198,Right Angle,1,2,1,0,,308
-77.03307748,38.90373856,12134411,2012-09-23T05:38:00.000Z,Sun,VERMONT AVE,L ST,NW,Not at Inter,38.903739,-77.033077,19,1,1,1,0,,309
-77.04121378,38.92718237,12134482,2012-09-23T07:45:00.000Z,Sun,HARVARD ST,EIGHTEENTH ST,NW,Not at Inter,38.927182,-77.041214,Side Swiped,1,1,1,0,,310
-77.00203095,38.91924443,12134696,2012-09-23T21:06:00.000Z,Sun,RHODE ISLAND AVE,THIRD ST,NE,Within 100ft,38.919244,-77.002031,Parked Vehicle,1,1,1,0,,311
-77.01892571,38.89612816,12134907,2012-09-24T12:50:00.000Z,Mon,E ST,FIFTH ST,NW,Within 100ft,38.896128,-77.018926,Straight Hit Ped.,1,1,1,0,,312
-77.02963956,38.89612594,12135034,2012-09-21T18:30:00.000Z,Fri,THIRTEENTH ST,PENNSYLVANIA AVE,NW,Within 100ft,38.896126,-77.02964,19,1,1,1,0,,313
-77.07312342,38.92291457,12135093,2012-09-24T20:42:00.000Z,Mon,WISCONSIN AVE,THIRTY SEVENTH ST,NW,N/A,38.922915,-77.073123,Right Turn Hit Veh.,1,2,1,0,,314
-77.03274852,38.9302311,12135197,2012-09-24T23:26:00.000Z,Mon,FOURTEENTH ST,PARK RD,NW,Not at Inter,38.930231,-77.032749,19,1,2,1,0,,315
-77.03274852,38.9302311,12135431,2012-09-25T13:08:00.000Z,Tue,FOURTEENTH ST,PARK RD,NW,Not at Inter,38.930231,-77.032749,19,1,2,1,0,,316
-77.00588599,38.90844974,12135634,2012-09-24T23:00:00.000Z,Mon,NEW YORK AVE,FIRST ST,NE,At Intersect,38.90845,-77.005886,W YORK AVE FIRST ST,1,1,1,0,,317
-77.03307748,38.90373856,12135692,2012-09-25T22:27:00.000Z,Tue,VERMONT AVE,L ST,NW,Not at Inter,38.903739,-77.033077,Right Angle,1,2,1,0,,318
-76.99844208,38.9002048,12135738,2012-09-25T23:13:00.000Z,Tue,H ST,SIXTH ST,NE,Not at Inter,38.900205,-76.998442,19,2,2,1,0,,319
-77.04515671,38.91260677,12136337,2012-09-26T23:41:00.000Z,Wed,CONNECTICUT AVE,R ST,NW,Within 100ft,38.912607,-77.045157,19,1,2,1,0,,320
-77.00098194,38.931215,12136622,2012-09-27T17:27:00.000Z,Thu,MICHIGAN AVE,HAREWOOD RD,NE,At Intersect,38.931215,-77.000982,19,1,1,1,0,,321
-77.04489962,38.90374252,12136721,2012-09-27T14:40:00.000Z,Thu,TWENTIETH ST,L ST,NW,At Intersect,38.903743,-77.0449,Left Turn Hit Ped.,1,1,1,0,,322
,,12136728,2012-09-27T21:41:00.000Z,Thu,,,BN,,,,,,,,0,1,323
-77.03324454,38.91261124,12136830,2012-09-27T23:32:00.000Z,Thu,R ST,JOHNSON AVE,NW,Within 100ft,38.912611,-77.033245,Side Swiped,1,2,1,0,,324
-77.03641489,38.95253513,12137006,2012-09-28T11:40:00.000Z,Fri,SIXTEENTH ST,COLORADO AVE,NW,At Intersect,38.952535,-77.036415,Left Turn Hit Ped.,1,1,1,0,,325
-77.08573266,38.96078254,12137010,2012-09-28T10:50:00.000Z,Fri,WESTERN AVE,WISCONSIN AVE,NW,At Intersect,38.960783,-77.085733,Other,1,2,1,0,,326
-77.08076692,38.95105408,12137024,2012-09-28T13:11:00.000Z,Fri,WISCONSIN AVE,CHESAPEAKE ST,NW,At Intersect,38.951054,-77.080767,19,1,2,1,0,,327
-77.02703671,38.91699963,12137042,2012-09-28T14:25:00.000Z,Fri,U ST,ELEVENTH ST,NW,Within 100ft,38.917,-77.027037,Left Turn Hit Ped.,1,1,1,0,,328
-77.03364364,38.89831461,12137118,2012-09-28T17:22:00.000Z,Fri,FIFTEENTH ST,G ST,NW,At Intersect,38.898315,-77.033644,19,1,1,1,0,,329
-77.0649042,38.9103608,12137242,2012-09-28T21:00:00.000Z,Fri,WINSCONSIN AVE,Q ST,NW,Within 100ft,38.910361,-77.064904,19,1,2,1,0,,330
-76.99242651,38.92429313,12137260,2012-09-28T22:00:00.000Z,Fri,EVARTS ST,TENTH ST,NE,Within 100ft,38.924293,-76.992427,19,1,2,1,0,,331
-77.00906326,38.90020822,12137403,2012-09-29T02:32:00.000Z,Fri,H ST,NORTH CAPITOL ST,BN,At Intersect,38.900208,-77.009063,Right Turn Hit Ped.,1,2,1,0,,332
-77.0317644,38.90597644,12137732,2012-09-29T17:30:00.000Z,Sat,THOMAS CIR,VERMONT AVE,NW,At Intersect,38.905976,-77.031764,Side Swiped,1,2,1,0,,333
-77.07503653,38.93954504,12137857,2012-09-29T22:36:00.000Z,Sat,WISCONSIN AVE,RODMAN ST,NW,Within 100ft,38.939545,-77.075037,Unknown,1,2,1,0,,334
,,12138428,2012-09-30T23:00:00.000Z,Sun,MASSACHUSETTS AVE,,BN,Within 100ft,,,Rear End,0,2,1,0,1,335
-77.02429755,38.93632883,12138466,2012-10-01T00:30:00.000Z,Sun,GEORGIA AVE,NEW HAMPSHIRE AVE,NW,Within 100ft,38.936329,-77.024298,Rear End,2,2,1,0,,336
-77.03224217,38.92475601,12138606,2012-10-01T12:50:00.000Z,Mon,FOURTEENTH ST,FAIRMONT ST,NW,At Intersect,38.924756,-77.032242,19,1,1,1,0,,337
-77.01990465,38.89479431,12138687,2012-10-01T13:58:00.000Z,Mon,SIXTH ST,D ST,NW,Not at Inter,38.894794,-77.019905,Ran Off Roadway,1,2,1,0,,338
-77.03946035,38.89881381,12138878,2012-10-01T23:20:00.000Z,Mon,SEVENTEENTH ST,PENNSYLVANIA AVE,NW,At Intersect,38.898814,-77.03946,Non-Collision Accident,1,1,1,0,,339
-77.0373506,38.92873364,12138907,2012-10-01T21:14:00.000Z,Mon,MOUNT PLEASANT ST,IRVING ST,NW,Within 100ft,38.928734,-77.037351,Rear End,0,2,1,0,,340
-77.0466466,38.90374268,12139111,2012-10-02T13:50:00.000Z,Tue,TWENTY FIRST ST,L ST,NW,Within 100ft,38.903743,-77.046647,Right Turn Hit Veh.,1,2,1,0,,341
-77.0765066,38.94221621,12139659,2012-10-03T13:50:00.000Z,Wed,WISCONSIN AVE,UPTON ST,NW,Not at Inter,38.942216,-77.076507,19,1,2,1,0,,342
-77.05863079,38.94096708,12140756,2012-10-05T14:10:00.000Z,Fri,TILDEN ST,TWENTY NINTH ST,NW,At Intersect,38.940967,-77.058631,19,1,2,1,0,,343
-77.03816141,38.93076908,12140871,2012-10-05T18:25:00.000Z,Fri,KILBOURNE PL,MOUNT PLEASANT ST,NW,At Intersect,38.930769,-77.038161,19,1,1,1,0,,344
-76.98148104,38.89980838,12141194,2012-10-06T04:40:00.000Z,Fri,SIXTEENTH ST,BENNING RD,NE,At Intersect,38.899808,-76.981481,Straight Hit Ped.,1,1,1,0,,345
-77.00607889,38.96852649,12141421,2012-10-06T15:04:00.000Z,Sat,KANSAS AVE,EASTERN AVE,NE,At Intersect,38.968526,-77.006079,19,1,1,1,0,,346
-77.03456393,38.90793418,12141648,2012-10-07T01:05:00.000Z,Sat,FIFTEENTH ST,RHODE ISLAND AVE,NW,At Intersect,38.907934,-77.034564,19,1,2,1,0,,347
-77.03456788,38.90655867,12142333,2012-10-08T19:40:00.000Z,Mon,FIFTEENTH ST,MASSACHUSETTS AVE,NW,At Intersect,38.906559,-77.034568,Right Turn Hit Veh.,1,2,1,0,,348
-77.0065946,38.90974293,12142476,2012-10-09T01:01:00.000Z,Mon,P ST,FLORIDA AVE,NE,At Intersect,38.909743,-77.006595,Right Turn Hit Ped.,1,1,1,0,,349
-77.03453217,38.91700243,12142628,2012-10-09T13:24:00.000Z,Tue,FIFTEENTH ST,U ST,NW,At Intersect,38.917002,-77.034532,19,1,1,1,0,,350
-77.04625244,38.91483112,12142672,2012-10-09T15:05:00.000Z,Tue,CONNECTICUT AVE,BANCROFT PL,NW,At Intersect,38.914831,-77.046252,19,1,1,1,0,,351
-77.01214239,38.92628232,12142743,2012-10-09T18:44:00.000Z,Tue,MICHIGAN AVE,FIRST ST,NW,Not at Inter,38.926282,-77.012142,19,1,2,1,0,,352
-77.04159094,38.90646001,12143369,2012-10-10T23:20:00.000Z,Wed,EIGHTEENTH ST,CONNECTICUT AVE,NW,Within 100ft,38.90646,-77.041591,Rear End,1,3,2,0,,353
-76.97373128,38.91577464,12143424,2012-10-11T01:22:00.000Z,Wed,BLADENSBURG RD,T ST,NE,Not at Inter,38.915775,-76.973731,Right Angle,0,2,1,0,,354
-76.91939562,38.88975051,12083077,2012-06-15T17:45:00.000Z,Fri,EAST CAPITOL ST,FIFTY SEVENTH PL,BN,Not at Inter,38.889751,-76.919396,Other,1,1,1,0,,355
-77.08529753,38.96111899,12083245,2012-06-15T23:04:00.000Z,Fri,WESTERN AVE,MILITARY RD,NW,Not at Inter,38.961119,-77.085298,19,1,2,1,0,,356
-77.03364923,38.89640285,12083260,2012-06-16T00:15:00.000Z,Fri,PENNSYLVANIA AVE,FIFTEENTH ST,NW,Not at Inter,38.896403,-77.033649,Other,1,2,1,0,,357
-77.04170392,38.91965933,12083515,2012-06-16T07:45:00.000Z,Sat,EIGHTEENTH ST,KALORAMA RD,NW,Not at Inter,38.919659,-77.041704,Parked Vehicle,0,2,1,0,,358
-77.05850939,38.9355665,12083720,2012-06-16T19:20:00.000Z,Sat,ORDWAY ST,CONNECTICUT AVE,NW,At Intersect,38.935567,-77.058509,Side Swiped,0,2,1,0,,359
-76.99954004,38.8433581,12083797,2012-06-16T22:11:00.000Z,Sat,MARTIN LUTHER KING JR AVE,FIFTH ST,SE,At Intersect,38.843358,-76.99954,Right Turn Hit Ped.,0,1,1,0,,360
-76.98512841,38.86677537,12084575,2012-06-16T05:56:00.000Z,Sat,GOOD HOPE RD,FOURTEENTH ST,SE,Within 100ft,38.866775,-76.985128,Fixed Object,0,1,1,0,,361
-77.0239553,38.91699049,12084716,2012-06-18T21:15:00.000Z,Mon,NINTH ST,FLORIDA AVE,NW,At Intersect,38.91699,-77.023955,19,1,2,1,0,,362
-77.03456788,38.90655867,12085249,2012-06-19T22:23:00.000Z,Tue,MASSACHUSETTS AVE,FIFTEENTH ST,NW,At Intersect,38.906559,-77.034568,Rear End,1,2,1,0,,363
-76.9799754,38.90536265,12085515,2012-06-20T08:27:00.000Z,Wed,BLADENSBURG RD,MEIGS PL,NE,N/A,38.905363,-76.979975,19,1,1,1,0,,364
-77.03650773,38.91557293,12085582,2012-06-20T14:00:00.000Z,Wed,SIXTEENTH ST,T ST,NW,Within 100ft,38.915573,-77.036508,Other,1,1,1,0,,365
-76.96146128,38.87859943,12086148,2012-06-21T15:50:00.000Z,Thu,RANDLE CIR,THIRTY SECOND ST,SE,Within 100ft,38.878599,-76.961461,COND ST,1,2,1,0,,366
-77.03648887,38.92627266,12087598,2012-06-24T07:01:00.000Z,Sun,HARVARD ST,SIXTEENTH ST,NW,At Intersect,38.926273,-77.036489,19,1,2,1,0,,367
-77.04802341,38.89601703,12088101,2012-06-25T12:15:00.000Z,Mon,E ST,VIRGINIA AVE,NW,At Intersect,38.896017,-77.048023,Side Swiped,1,2,1,0,,368
-77.03642624,38.94506246,12088343,2012-06-25T21:40:00.000Z,Mon,SIXTEENTH ST,ALLISON ST,NW,At Intersect,38.945062,-77.036426,19,1,1,1,0,,369
-77.02101389,38.91263387,12088818,2012-06-26T20:23:00.000Z,Tue,RHODE ISLAND AVE,MARION ST,NW,At Intersect,38.912634,-77.021014,Left Turn Hit Ped.,1,1,1,0,,370
-77.00459279,38.90889742,12088932,2012-06-26T23:40:00.000Z,Tue,FLORIDA AVE,NEW YORK AVE,NE,At Intersect,38.908897,-77.004593,W YORK AVE,1,1,1,0,,371
-76.97725862,38.89477686,12088952,2012-06-27T00:05:00.000Z,Tue,NINTEENTH ST,D ST,NE,At Intersect,38.894777,-76.977259,Right Angle,0,2,1,0,,372
-77.06788023,38.92475218,12089083,2012-06-27T03:12:00.000Z,Tue,EDMUNDS ST,MASSACHUSETTS AVE,NW,At Intersect,38.924752,-77.06788,Other,1,2,2,0,,373
-77.01516862,38.8947949,12089188,2012-06-27T13:25:00.000Z,Wed,D ST,THIRD ST,NW,Within 100ft,38.894795,-77.015169,Side Swiped,0,2,1,0,,374
-77.02191502,38.90210169,12089194,2012-06-27T14:00:00.000Z,Wed,SEVENTH ST,K ST,NW,Within 100ft,38.902102,-77.021915,Right Angle,1,2,1,0,,375
-77.07460335,38.94708867,12089200,2012-06-27T14:10:00.000Z,Wed,THIRTY EIGHTH ST,ALTON PL,NW,At Intersect,38.947089,-77.074603,Side Swiped,1,2,1,0,,376
-77.03196286,38.90133856,12089372,2012-06-27T21:16:00.000Z,Wed,FOURTEENTH ST,I ST,NW,At Intersect,38.901339,-77.031963,19,1,2,1,0,,377
-77.02705351,38.89473689,12089488,2012-06-28T00:40:00.000Z,Wed,ELEVENTH ST,PENNSYLVANIA AVE,NW,Within 100ft,38.894737,-77.027054,Side Swiped,1,2,1,0,,378
-77.04879651,38.90963478,12089719,2012-06-28T13:10:00.000Z,Thu,TWENTY SECOND ST,P ST,NW,At Intersect,38.909635,-77.048797,19,1,2,1,0,,379
-77.02703618,38.9207634,12089763,2012-06-28T15:56:00.000Z,Thu,ELEVENTH ST,FLORIDA AVE,NW,Not at Inter,38.920763,-77.027036,19,1,1,1,0,,380
-77.017557,38.88324001,12089998,2012-06-28T23:04:00.000Z,Thu,E ST,FOURTH ST,SW,Not at Inter,38.88324,-77.017557,Left Turn Hit Veh.,0,2,1,0,,381
-77.01755747,38.88468099,12090019,2012-06-29T00:00:00.000Z,Thu,FOURTH ST,VIRGINIA AVE,SW,Not at Inter,38.884681,-77.017557,Straight Hit Ped.,1,2,1,0,,382
-77.0090583,38.87928593,12090500,2012-06-29T21:00:00.000Z,Fri,SOUTH CAPITOL ST,I ST,BN,Not at Inter,38.879286,-77.009058,Non-Collision Accident,1,2,1,0,,383
-77.02072315,38.92009988,12090635,2012-06-30T02:27:00.000Z,Fri,SIXTH ST,BRYANT ST,NW,At Intersect,38.9201,-77.020723,Head On,1,2,1,0,,384
-77.05804574,38.90254958,12090893,2012-06-30T14:35:00.000Z,Sat,K ST,TWENTY NINTH ST,NW,At Intersect,38.90255,-77.058046,19,1,1,1,0,,385
-76.98076707,38.88283734,12090996,2012-06-30T19:08:00.000Z,Sat,SEVENTEENTH ST,E ST,SE,At Intersect,38.882837,-76.980767,VENTEENTH ST E ST,0,2,1,0,,386
-77.07967379,38.94790959,12091607,2012-07-01T22:16:00.000Z,Sun,WISCONSIN AVE,ALBEMARLE ST,NW,Within 100ft,38.94791,-77.079674,Side Swiped,1,2,1,0,,387
-77.03195228,38.91811272,12092376,2012-07-03T14:00:00.000Z,Tue,FOURTEENTH ST,V ST,NW,At Intersect,38.918113,-77.031952,19,1,3,1,0,,388
-77.03645145,38.93496677,12092707,2012-07-03T22:00:00.000Z,Tue,SIXTEENTH ST,OAK ST,NW,Not at Inter,38.934967,-77.036451,Non-Collision Accident,1,1,1,0,,389
-77.03195162,38.88756755,12093262,2012-07-05T03:20:00.000Z,Wed,FOURTEENTH ST,INDEPENDENCE AVE,SW,Within 100ft,38.887568,-77.031952,19,1,1,1,0,,390
-77.02377331,38.93281057,12093627,2012-07-05T19:02:00.000Z,Thu,GEORGIA AVE,PARK RD,NW,Not at Inter,38.932811,-77.023773,Straight Hit Ped.,1,1,1,0,,391
-77.0373506,38.92873364,12093773,2012-07-12T16:20:00.000Z,Thu,MOUNT PLEASANT ST,IRVING ST,NW,Within 100ft,38.928734,-77.037351,Side Swiped,0,1,1,0,,392
-77.02962137,38.91699928,12093792,2012-07-05T23:57:00.000Z,Thu,U ST,THIRTEENTH ST,NW,Not at Inter,38.916999,-77.029621,19,1,2,1,0,,393
-77.01760576,38.87646165,12093796,2012-07-06T00:06:00.000Z,Thu,FOURTH ST,M ST,SW,Not at Inter,38.876462,-77.017606,,1,3,2,0,,394
-76.96395917,38.93287193,12094022,2012-07-06T14:19:00.000Z,Fri,MONROE ST,CLINTON ST,NE,Not at Inter,38.932872,-76.963959,Other,1,1,1,0,,395
,,12094180,2012-07-06T20:10:00.000Z,Fri,JAY ST,,NE,Not at Inter,,,Other,1,2,1,0,1,396
-77.0219192,38.91112376,12094476,2012-07-07T05:37:00.000Z,Sat,SEVENTH ST,Q ST,NW,At Intersect,38.911124,-77.021919,19,0,2,1,0,,397
-77.07156347,38.90668089,12094718,2012-07-07T18:45:00.000Z,Sat,N ST,THIRTY SEVENTH ST,NW,Within 100ft,38.906681,-77.071563,19,1,2,1,0,,398
-77.04663532,38.90963991,12096237,2012-07-10T21:02:00.000Z,Tue,P ST,TWENTY FIRST ST,NW,Not at Inter,38.90964,-77.046635,19,1,1,1,0,,399
-77.02808106,38.89613245,12096581,2012-07-11T15:01:00.000Z,Wed,TWELFTH ST,E ST,NW,Within 100ft,38.896132,-77.028081,Side Swiped,1,2,1,0,,400
,,12096750,2012-07-11T21:46:00.000Z,Wed,BRENTWOOD PKWY,MOUNT OLIVET RD,NE,At Intersect,,,Right Turn Hit Ped.,0,1,1,0,1,401
-77.07460608,38.94628018,12097771,2012-07-13T16:10:00.000Z,Fri,THIRTY EIGHTH ST,YUMA ST,NW,Not at Inter,38.94628,-77.074606,Unknown,1,1,1,0,,402
-77.03651494,38.91186969,12097782,2012-07-13T16:22:00.000Z,Fri,SIXTEENTH ST,CORCORAN ST,NW,At Intersect,38.91187,-77.036515,19,1,2,1,0,,403
,,12097813,2012-07-13T17:29:00.000Z,Fri,K ST,,NW,Within 100ft,,,19,0,1,1,0,1,404
-77.0416885,38.90252519,12098534,2012-07-13T22:15:00.000Z,Fri,EIGHTEENTH ST,K ST,NW,At Intersect,38.902525,-77.041689,Right Angle,1,2,1,0,,405
-77.02808349,38.91699749,12098861,2012-07-15T09:44:00.000Z,Sun,TWELFTH ST,U ST,NW,Within 100ft,38.916997,-77.028083,Rear End,1,2,1,0,,406
-77.00588719,38.9025153,12099145,2012-07-16T01:28:00.000Z,Sun,FIRST ST,K ST,NE,At Intersect,38.902515,-77.005887,Left Turn Hit Ped.,1,2,1,0,,407
-77.02703514,38.89981676,12099281,2012-07-16T13:21:00.000Z,Mon,ELEVENTH ST,H ST,NW,At Intersect,38.899817,-77.027035,Right Angle,1,2,1,0,,408
,,12100326,2012-07-18T11:25:00.000Z,Wed,,,SW,,,,,,,,0,1,409
-77.03195183,38.90964795,12100670,2012-07-18T23:53:00.000Z,Wed,FOURTEENTH ST,P ST,NW,Within 100ft,38.909648,-77.031952,19,1,2,1,0,,410
-77.03644397,38.93910558,12100808,2012-07-19T05:57:00.000Z,Thu,SIXTEENTH ST,ARKANSAS AVE,NW,At Intersect,38.939106,-77.036444,19,0,2,1,0,,411
-77.03195228,38.91811272,12100900,2012-07-19T13:15:00.000Z,Thu,FOURTEENTH ST,V ST,NW,At Intersect,38.918113,-77.031952,19,1,2,1,0,,412
-77.01619793,38.90017672,12101241,2012-07-19T23:25:00.000Z,Thu,MASSACHUSETTS AVE,FOURTH ST,NW,N/A,38.900177,-77.016198,Right Angle,0,2,1,0,,413
-77.0434676,38.89735529,12101487,2012-07-20T14:43:00.000Z,Fri,NINTEENTH ST,F ST,NW,Not at Inter,38.897355,-77.043468,19,0,1,1,0,,414
-77.03251635,38.9275387,12101601,2012-07-19T13:00:00.000Z,Thu,FOURTEENTH ST,COLUMBIA RD,NW,Within 100ft,38.927539,-77.032516,Rear End,0,2,1,0,,415
-77.0667139,38.94968341,12102763,2012-07-23T02:35:00.000Z,Sun,CONNECTICUT AVE,BRANDYWINE ST,NW,At Intersect,38.949683,-77.066714,Left Turn Hit Ped.,1,1,1,0,,416
,,12102815,2012-07-23T05:37:00.000Z,Mon,PORTER ST,,NW,Not at Inter,,,Side Swiped,1,2,1,0,1,417
-77.03542187,38.90763219,12102923,2012-07-23T14:00:00.000Z,Mon,CORREGIDOR ST,RHODE ISLAND AVE,NW,At Intersect,38.907632,-77.035422,Left Turn Hit Veh.,0,2,1,0,,418
-77.03850956,38.90252354,12104075,2012-07-25T15:45:00.000Z,Wed,K ST,SEVENTEENTH ST,NW,Within 100ft,38.902524,-77.03851,19,1,2,1,0,,419
-76.98344242,38.90013109,12104402,2012-07-26T05:22:00.000Z,Thu,FIFTEENTH ST,BLADENSBURG RD,NE,At Intersect,38.900131,-76.983442,Left Turn Hit Ped.,1,2,1,0,,420
-77.03648819,38.92652562,12105075,2012-07-27T14:37:00.000Z,Fri,COLUMBIA RD,SIXTEENTH ST,NW,Not at Inter,38.926526,-77.036488,Rear End,1,2,1,0,,421
-77.05093905,38.91237853,12105219,2012-07-25T16:45:00.000Z,Wed,SHERIDAN CIR,MASSACHUSETTS AVE,NW,At Intersect,38.912379,-77.050939,19,1,1,1,0,,422
-77.03270925,38.93134681,12105475,2012-07-28T04:29:00.000Z,Fri,FOURTEENTH ST,MONROE ST,NW,At Intersect,38.931347,-77.032709,Other,1,1,1,0,,423
-77.02101389,38.91263387,12106791,2012-07-30T23:25:00.000Z,Mon,R ST,RHODE ISLAND AVE,NW,Within 100ft,38.912634,-77.021014,Right Turn Hit Ped.,0,1,1,0,,424
-76.98955907,38.90363851,12106803,2012-07-30T23:52:00.000Z,Mon,MONTELLO AVE,MORSE ST,NE,Not at Inter,38.903639,-76.989559,19,1,2,1,0,,425
-76.97495914,38.86947543,12106895,2012-07-31T02:47:00.000Z,Mon,TWENTY SECOND ST,R ST,SE,At Intersect,38.869475,-76.974959,COND ST R ST,1,2,1,0,,426
-77.00906326,38.90020822,12107025,2012-07-31T11:45:00.000Z,Tue,H ST,NORTH CAPITOL ST,BN,Within 100ft,38.900208,-77.009063,Right Turn Hit Veh.,1,2,1,0,,427
-77.0035101,38.89520719,12107358,2012-08-01T00:40:00.000Z,Tue,MASSACHUSETTS AVE,SECOND ST,NE,At Intersect,38.895207,-77.00351,Other,1,1,1,0,,428
-77.02210402,38.95201648,12107359,2012-08-01T00:44:00.000Z,Tue,GALLATIN ST,SEVENTH ST,NW,At Intersect,38.952016,-77.022104,19,1,1,1,0,,429
-77.03195199,38.91334975,12107618,2012-08-01T14:51:00.000Z,Wed,FOURTEENTH ST,RIGGS ST,NW,Within 100ft,38.91335,-77.031952,Right Angle,1,2,1,0,,430
-77.03651756,38.91112389,12107818,2012-08-01T22:21:00.000Z,Wed,Q ST,SIXTEENTH ST,NW,Within 100ft,38.911124,-77.036518,19,1,2,1,0,,431
-76.93822631,38.88977662,12107852,2012-08-01T23:12:00.000Z,Wed,TEXAS AVE,EAST CAPITOL ST,BN,At Intersect,38.889777,-76.938226,Right Turn Hit Ped.,1,2,1,0,,432
-76.96728389,38.92719929,12108131,2012-08-02T13:23:00.000Z,Thu,VISTA ST,SOUTH DAKOTA AVE,NE,At Intersect,38.927199,-76.967284,Straight Hit Ped.,1,2,1,0,,433
-77.02802903,38.95621648,12108394,2012-08-02T22:40:00.000Z,Thu,GEORGIA AVE,KENNEDY ST,NW,At Intersect,38.956216,-77.028029,Right Angle,1,2,1,0,,434
-77.07875345,38.94790237,12108481,2012-08-03T00:30:00.000Z,Thu,FORTIETH ST,ALBEMARLE ST,NW,Within 100ft,38.947902,-77.078753,Back Hit Moving Veh.,1,2,1,0,,435
-77.02808349,38.91699749,12108932,2012-08-03T23:45:00.000Z,Fri,TWELFTH ST,U ST,NW,Within 100ft,38.916997,-77.028083,Side Swiped,0,3,1,0,,436
-77.00588701,38.90723586,12109150,2012-08-04T07:29:00.000Z,Sat,FIRST ST,N ST,NE,Within 100ft,38.907236,-77.005887,Side Swiped,1,1,1,0,,437
-76.98499172,38.9102005,12109346,2012-08-04T20:10:00.000Z,Sat,MOUNT OLIVET RD,MONTELLO AVE,NE,Within 100ft,38.910201,-76.984992,19,1,2,1,0,,438
